startnode,rating,endnode
1653,1,1922
1653,1,36
1764,1,1912
1960,1,35
35,1,1970
1979,1,1912
1978,1,35
1860,1,1951
1899,1,1943
1943,1,1899
1860,1,1981
1981,1,1860
908,1,1981
1348,1,1316
35,1,1978
1982,1,7
35,1,1983
35,1,1653
1556,2,292
1960,1,1281
1281,1,1960
35,2,1898
1953,1,1984
1984,1,1953
1860,1,1555
1984,1,1735
1727,1,1281
1982,1,1951
1984,1,1317
1984,1,135
7,1,1204
1204,1,7
1860,1,1713
112,1,1701
26,1,1985
1985,2,26
1713,1,687
1217,2,1980
1217,4,1539
1539,4,1217
1811,1,1802
1814,1,35
465,1,1860
1860,1,465
13,1,1986
1701,5,72
1714,3,1201
1860,2,1938
1938,3,1860
1396,1,1345
1281,1,1987
1987,1,1281
1499,1,1832
1951,1,1316
546,1,1988
1953,1,1989
1986,2,13
1984,10,1
1585,1,1888
1888,1,1585
1752,2,1765
1201,1,1888
1888,1,1201
1990,1,13
13,3,1990
1981,1,1771
1771,1,1981
1988,1,1991
1991,1,1988
1771,1,1988
1971,1,1771
1771,1,1971
1899,1,1992
1992,1,1899
1757,-1,1771
1964,1,546
546,1,1993
546,1,1964
1993,1,546
1993,1,35
1400,2,1840
546,1,1986
1840,2,1400
1615,1,1907
1840,1,1978
1986,1,546
1978,1,1994
1994,1,1978
1840,1,1995
13,1,3598
3598,1,13
1656,2,1811
1656,2,1585
1656,2,1318
1656,3,4
4,3,1984
1916,1,1994
1720,1,1281
1860,1,1999
1999,1,1860
1685,10,1839
1685,3,1840
1685,5,2000
1499,1,2001
2001,1,1499
2000,3,1685
1923,3,1771
1771,3,1923
2002,1,1543
1977,2,1860
309,-10,1917
2002,2,428
2000,2,1771
1612,1,1316
1964,1,1555
1555,1,1964
1281,1,1720
15,1,1281
1245,2,1778
1778,3,1245
1860,1,1245
1217,1,1974
13,1,1245
1896,10,1771
1771,10,1896
1478,2,1769
3598,1,2004
2004,1,3598
35,1,2005
35,1,1993
2004,1,2002
1860,1,1997
1997,1,1860
1993,2,1840
1840,2,1993
1670,2,1896
1896,2,1670
1675,1,1997
1997,1,1675
1951,1,1860
13,1,1815
215,2,1690
2002,1,2004
1981,1,35
1832,1,1810
1771,1,1973
1973,1,1771
2006,1,1990
1990,1,2006
2006,1,3598
35,1,1973
1615,1,1993
15,1,36
1922,1,1964
1964,1,1922
1771,2,1972
1964,2,35
1771,2,1937
1937,2,1991
13,2,1053
1053,1,13
2007,2,1615
1973,1,1653
1955,-2,2002
1955,-2,2008
1911,3,1860
1832,1,1994
1994,1,1832
1543,2,1400
1400,2,1543
1482,1,1675
1620,10,1386
149,4,1386
149,5,167
1396,1,1482
1482,1,1396
13,-1,1281
1281,1,1948
1543,-3,2002
1566,5,202
1543,2,2010
2010,1,1543
2011,2,1653
1986,2,1840
1400,1,2012
2012,1,1400
1921,1,2013
13,1,2011
2011,2,13
905,3,1396
1620,2,1543
1997,5,1967
1899,1,1890
1890,1,1899
1955,2,1771
1771,2,1955
2009,4,1771
1771,4,2009
2017,5,1967
1967,3,2017
2018,1,1921
1334,1,2020
1921,1,1
1,1,1921
1281,1,2014
309,1,1810
1281,1,2021
2021,1,1281
1281,2,1918
1955,1,1867
2022,1,1771
2024,1,2016
2025,1,35
1615,1,1653
1957,1,2026
2026,10,1957
1615,1,2027
1584,2,905
1810,2,1936
1,5,1701
1771,2,2004
35,1,2029
1044,1,1922
1653,2,775
905,1,2031
2031,1,905
1832,1,1584
2014,1,1487
13,3,2030
2030,3,13
1508,1,2033
2033,1,1508
1955,2,2034
2028,3,1990
1990,3,2028
1528,10,25
1778,1,2035
1890,2,1771
1,5,1317
1771,1,2035
1771,1,1653
1653,1,1217
2034,2,546
1334,1,2034
1714,3,1
2038,1,1701
1,6,1656
2014,1,13
1159,5,1317
35,1,2039
2029,1,35
1690,5,2040
2040,9,1690
2040,2,1846
2040,2,1331
2040,3,1478
215,1,1864
2014,1,905
1921,4,1997
359,1,2040
2040,1,359
1316,4,41
41,2,1317
1317,3,41
41,1,2041
2040,2,2042
1543,2,1811
1811,1,1543
2013,5,1217
1690,1,1948
1585,2,905
1916,1,1396
1499,1,2028
2028,1,1499
1899,1,1
7,1,2044
1639,1,304
2045,1,1670
1,4,2046
1690,2,2047
1565,2,13
104,2,2049
104,4,13
13,3,104
13,2,591
591,2,13
304,1,2051
1521,2,2034
1940,1,1281
1521,2,1921
546,1,1951
1281,1,1940
2014,10,1855
2052,1,1921
57,1,2053
340,8,1690
1810,1,2055
2055,2,1810
1989,1,905
2057,1,1921
1921,1,2058
2014,1,2022
1921,1,2059
309,2,1620
309,1,1939
1939,3,2060
1939,3,129
1939,1,135
1939,3,1386
1810,1,1453
1810,1,2058
2058,1,1810
93,1,1499
1585,5,1656
446,5,1
1281,1,1971
1971,1,1281
1810,1,2061
1508,1,57
57,1,1508
2061,1,1810
1508,1,1765
905,2,1585
1281,1,2062
1803,2,1899
908,1,1948
1921,1,1990
1990,1,1921
1921,1,2063
2063,1,1921
1810,1,1281
1281,1,1810
1690,3,2064
2063,1,1543
2064,5,1690
2064,1,1878
1810,-2,2065
2028,1,2066
2059,1,2028
2059,1,1921
540,1,41
1675,2,2057
2057,1,1675
635,1,2067
2067,1,635
2028,2,2059
1899,1,1543
1948,1,2068
1624,1,1744
1566,5,2054
2054,5,1566
2028,1,1566
1690,5,1317
1317,4,1690
446,2,1810
2034,1,1876
35,1,2070
1876,1,2034
395,1,1281
1281,1,395
1331,5,2072
1939,1,1810
1810,1,1939
2053,2,2073
35,1,2074
1810,1,2062
1281,-5,2065
1731,1,1701
1701,1,1731
36,1,2043
823,10,1
823,10,2078
2052,2,1771
1629,1,2071
1896,1,592
1686,1,1856
1771,1,2079
2079,1,1771
1044,1,1771
1967,-1,1771
1934,1,823
823,1,1934
823,-10,1771
41,2,202
202,3,41
2046,1,192
2077,5,1810
1810,2,2077
1529,1,1840
1529,1,1281
1281,1,1529
1585,4,2016
2016,4,1585
1981,1,937
1690,1,202
2063,2,1754
1754,1,2063
1810,1,2081
2081,2,2063
2081,2,446
446,2,2081
2080,10,1615
2063,2,2081
1508,3,2028
2028,3,1508
2028,3,7
1860,-10,1771
1896,1,2028
2028,1,1896
2081,2,1810
2080,1,2070
2080,10,2082
2082,10,2080
1615,3,25
2028,1,57
465,1,2084
2084,1,465
2028,1,1190
1670,1,1967
1967,1,1670
2068,1,1948
149,2,446
57,1,1386
425,10,1201
425,10,309
2053,3,57
2028,1,1386
4,2,1366
1971,1,1948
1899,1,1803
1400,1,2085
2086,1,2085
1281,1,2080
1639,2,1860
1844,1,545
239,1,1352
2087,10,35
202,2,1690
1920,1,1810
2090,1,1967
202,1,2091
1689,1,2089
2089,2,35
1675,2,1744
1615,5,1566
1615,1,1317
1615,1,1366
1615,3,1316
1615,1,192
1615,1,4
1615,1,1396
537,1,1615
1615,1,537
1615,1,1487
1615,2,309
425,3,1615
425,5,537
1714,3,363
363,3,1714
537,2,309
1990,1,2067
2067,1,1990
1989,5,1953
2092,1,202
309,5,1065
1715,2,2093
2093,1,2088
2088,1,2093
304,1,2085
2085,1,304
2093,1,2085
1222,1,2093
1222,3,1366
2093,1,1222
2096,3,2087
1317,3,2097
546,1,2099
2099,1,546
2028,1,2100
2100,1,2028
2090,5,2080
1383,9,425
1383,9,1386
1383,7,1317
1383,7,1217
1383,7,1846
1383,7,1585
1383,5,1396
1383,5,309
1383,3,1334
1383,3,1485
1383,3,1353
1383,3,882
1383,3,353
1383,5,905
13,3,905
1584,1,545
1281,1,2101
1478,3,1386
1478,5,1846
1478,8,2040
1731,1,2102
239,1,350
239,-1,1942
1860,1,2103
1896,1,2103
1731,1,2104
2099,1,1585
309,-10,1771
1714,-1,1771
2028,1,2093
2104,1,2085
1245,1,2106
1245,1,2107
2107,1,1245
1585,1,2044
1473,1,1860
1815,2,1714
1714,2,1815
1317,5,1846
540,1,2108
2089,1,2030
1810,1,2030
2030,1,1810
13,1,2108
2090,5,2076
2108,1,13
2022,1,2095
35,1,2109
537,1,1810
1810,1,896
2111,1,2102
1396,2,1714
2112,1,2028
2028,-10,2096
309,1,2028
2028,2,2103
1400,1,2103
1714,1,2090
2090,1,1714
363,2,2090
2090,1,363
2054,2,330
2067,1,2103
2103,1,2067
1473,1,1317
1473,1,2054
2113,1,2064
2030,3,2067
2067,3,2030
1714,1,2030
1404,1,2028
1714,1,2115
1921,1,2100
1876,2,1921
2064,3,1864
2067,1,2116
2116,1,2067
35,1,2052
2113,3,1584
2085,1,2086
1201,5,1366
1584,3,1478
2117,2,905
2091,3,2103
1714,4,1953
1953,4,1714
1810,1,1657
1998,1,1921
1921,1,1998
2118,3,1893
1053,2,1921
1396,-3,2096
2089,1,2119
2054,1,2120
2120,1,2054
905,1,2120
2120,1,905
1473,1,2063
2063,3,1473
2120,1,2063
2063,1,2120
1967,1,1815
1053,1,2103
1044,1,1921
2044,2,1921
2085,1,2067
1731,2,2097
2097,2,1731
70,1,1615
616,1,2121
2121,1,616
13,2,616
1615,4,2122
2122,4,1615
13,1,1412
1412,1,13
2067,1,2085
13,2,2123
2124,1,1400
1386,2,1400
1386,3,1053
1053,3,1386
1317,1,2124
1394,1,664
1394,1,1499
1394,1,1566
1394,1,13
1185,2,2126
1185,1,2127
2127,1,1185
13,1,1593
1593,1,13
2118,2,2122
1896,2,2087
2087,2,1896
2129,1,35
1731,1,1693
1693,1,1731
2125,1,1670
1555,1,2006
2089,2,2085
1053,1,1394
1843,1,1673
1673,1,1843
26,1,2130
2130,1,26
2132,1,2017
2030,3,2016
1,3,2123
2123,3,1
1317,5,7
1992,1,2133
2134,1,545
2135,4,905
2134,1,2118
1,1,2124
2136,1,1245
7,4,1317
2137,1,2090
1245,1,2138
2138,1,1245
1245,1,2139
2139,1,1245
937,3,1245
1245,3,937
1843,1,1281
2080,1,1735
2138,1,112
1912,1,1593
2028,1,215
1593,1,1912
1396,1,1764
35,1,2117
905,1,2140
2140,1,905
2089,1,41
41,1,2089
1396,2,2142
1967,1,2142
1810,3,1512
270,1,2143
2143,1,270
2067,1,2054
2054,1,2067
1185,1,2144
2085,1,1731
1731,1,2085
2085,2,2028
2085,1,1204
2144,3,1185
1204,1,1731
1731,1,1204
26,2,2128
2141,1,1281
1281,1,2141
1912,2,2128
1731,1,732
732,2,1731
2128,2,26
1804,3,1512
1543,2,1334
2145,3,2146
2145,2,4
4,2,2145
202,1,1204
1204,2,202
2028,1,1803
1803,3,2028
905,1,2147
2120,1,2148
2148,1,2120
635,1,823
823,2,635
2028,1,2149
1185,1,2150
202,1,2151
2151,1,202
1615,1,2152
2152,1,1642
1543,2,2140
2140,1,1543
1832,1,35
2034,1,266
266,1,2034
2124,1,57
2149,1,2153
4,3,17
17,1,4
2110,2,1396
2143,1,2155
2155,1,2143
2148,2,2156
1752,1,2154
304,1,1693
2146,3,2145
1764,2,1832
1832,1,1764
1334,1,2158
13,1,2158
1899,1,2155
546,2,13
13,2,546
2135,4,1861
2159,4,2135
2159,4,905
905,1,823
1921,1,2161
2161,1,1921
1512,4,1585
2067,1,2162
1204,10,2028
1715,1,2034
2125,1,1473
2155,1,1334
1473,1,2125
1701,2,274
274,4,1846
2158,1,171
1765,5,1810
215,1,274
274,2,215
215,2,2054
2054,2,215
2054,2,202
202,2,2054
2162,1,2067
1245,2,2163
2163,2,1245
1499,2,93
2085,-1,2089
1967,-10,61
2124,1,1366
1810,2,1546
1546,2,1810
1185,4,2164
546,1,251
2067,1,251
1715,1,2166
251,1,2067
2166,1,2067
1201,5,2167
1899,2,1690
1844,1,2134
1543,2,2155
2067,1,2168
1396,1,1948
2168,1,2067
1843,1,2169
1245,1,2020
1948,1,2113
1585,1,1948
1245,1,1949
251,1,546
2155,2,1543
239,1,2097
493,1,1899
493,2,905
1921,2,2141
2141,2,1921
1044,1,905
905,1,1044
2053,1,1948
35,1,2121
905,-10,2096
1731,-1,2096
1934,1,756
104,1,917
1893,2,1843
905,1,1363
1693,3,1386
35,1,1044
2148,1,2166
2095,3,1585
2166,-10,2148
1810,1,1815
2016,1,13
2135,1,2141
2135,2,2028
1555,1,2141
2141,1,1555
2080,1,2141
2141,1,1615
2148,5,2171
2171,5,2157
2097,3,239
342,1,2121
2125,1,342
2134,1,1844
2141,1,545
35,1,2172
1725,1,2173
2173,1,1725
2125,1,2067
363,2,1334
2165,1,2125
2125,1,2165
2028,1,2174
2174,1,2028
2173,1,2095
2095,1,2173
1967,1,1185
2118,1,2139
1921,1,2139
2139,1,1921
15,1,2141
2141,1,15
2175,1,905
1899,2,2091
35,1,2177
2175,1,2178
2178,1,2175
2091,5,1899
2103,3,1053
1366,1,1334
2141,1,905
905,1,2141
2045,1,2181
2182,1,2085
2085,1,1905
1905,1,2085
2124,1,2176
2176,2,2124
2028,4,2034
2125,1,1334
2184,1,202
171,1,2045
2045,1,171
2174,1,1334
2158,1,2185
2185,1,2158
2045,1,2186
2186,1,2045
2142,3,1
1615,3,2141
2142,1,591
591,7,2142
361,1,1838
1838,1,361
171,1,2173
2173,1,171
2125,1,215
215,1,2125
7,2,1982
2142,3,2067
1585,3,2125
1876,1,2158
2040,3,274
2167,1,905
905,1,2167
1316,1,1348
1316,1,1951
1316,3,1615
1316,2,309
274,3,2187
274,1,132
2187,3,274
255,1,2067
1053,1,2028
2028,1,1053
1846,2,2144
1846,1,1913
1846,10,1386
1846,2,1948
1846,4,2040
1846,5,1201
2189,1,1675
13,2,1204
1386,8,1846
2144,3,1846
35,1,2190
35,1,2191
2158,1,2045
2045,1,2158
13,1,1754
202,1,2032
2032,1,202
1615,2,70
2188,2,1846
1053,1,1316
7,1,1788
1788,1,7
2090,1,2174
1957,1,2192
2192,1,1957
2121,2,35
1948,1,2194
2194,1,2187
2187,1,2194
1334,3,1939
1939,3,1334
1802,1,2195
2195,1,1802
2118,7,2128
2192,1,35
35,1,2192
2165,1,729
1967,1,2187
1899,3,2187
2187,1,1899
546,1,2155
2174,1,1317
1317,1,2174
1317,1,2196
1802,1,1947
1947,1,1802
2125,2,304
1767,1,2125
2125,1,1767
135,5,729
2176,1,1585
1376,3,1317
202,1,2197
1204,1,2176
2197,1,202
1957,1,2141
2141,1,1957
2199,1,2141
937,1,2200
2200,1,937
1543,1,2125
729,1,2142
2142,1,729
521,2,2142
1670,2,2201
2201,2,1670
1750,2,2201
2142,3,2135
2135,3,2142
1802,1,2202
2202,1,1802
2203,1,2125
2204,5,2028
546,1,2205
2205,1,546
2174,1,2206
2206,1,2174
1909,-10,1984
2207,1,13
13,6,1044
2208,2,2176
1792,-5,2045
1363,-2,1792
1615,-1,1792
1244,-2,1792
2173,1,905
905,1,2173
1375,2,2125
2125,2,1375
2205,-10,2209
1802,1,2144
1217,2,2210
1639,-10,25
1953,1,1899
1899,1,1953
2212,1,905
1744,1,2213
1334,1,1615
304,1,1396
13,5,1921
1921,5,13
2210,3,1217
35,1,2215
1921,1,2216
1245,3,2129
2129,5,1245
1921,1,2071
2071,1,1921
2118,5,1615
1967,3,905
2056,7,1499
1615,5,2118
1890,1,1316
2044,1,202
202,1,2044
2218,1,2028
2028,1,2220
2220,1,2028
2028,1,2221
2221,2,2028
1806,2,1624
1317,1,2181
1316,1,1890
1844,1,2118
2118,3,1844
1555,1,2224
2028,1,2217
2217,1,2028
1463,1,1810
1810,1,1463
905,-10,2225
2028,1,1937
1937,2,2028
937,1,2219
77,1,1690
2049,2,2217
2217,2,2049
13,2,635
2125,1,2045
1555,1,238
635,1,57
238,1,1555
1677,3,13
635,1,1555
1555,1,635
2226,1,2085
2223,1,2085
2173,1,635
2173,1,1334
2091,1,1817
1817,1,2091
2195,1,2173
2173,1,2045
2173,1,1317
1317,1,2173
1802,1,2227
1802,1,2228
2228,1,1802
215,5,1846
2187,4,215
171,1,2141
2141,1,171
120,3,13
13,2,120
2141,1,716
1334,1,309
716,1,2141
2174,1,1555
2219,1,1555
1860,2,1334
2045,1,2173
2173,1,1
2173,1,13
13,1,2173
13,1,270
270,1,13
1396,2,304
215,8,1566
2028,7,1204
135,1,2231
7,5,215
546,1,1044
1044,1,546
2231,5,1201
2028,2,1044
2173,1,1154
1044,2,2028
2141,1,1504
1810,1,2221
2141,1,2232
2229,1,2234
2234,1,2229
2142,1,2141
2141,1,2142
1334,1,1508
304,10,25
1396,3,2193
1986,1,1315
215,2,1317
215,5,7
1317,2,215
1967,2,1
1967,1,1363
1810,-6,2115
1967,1,2040
2072,1,1905
2072,3,1566
2072,2,2187
1098,3,2072
1810,1,2236
2236,1,1810
2141,1,1991
1890,3,546
546,3,1890
1860,1,1802
2229,1,1802
937,1,2141
2141,1,937
2229,2,2158
1478,1,1508
905,2,1947
2219,1,1334
2237,1,1217
1967,2,1334
2178,1,215
1245,1,1810
1947,2,905
2045,3,2229
1967,1,1953
841,1,304
1555,-10,2239
1802,1,2229
2080,1,2240
1528,1,2229
2229,1,1528
2229,1,2241
2241,1,2229
1720,1,35
2118,3,498
1,3,2142
2240,10,2080
2173,4,2219
1334,3,546
1565,1,120
120,3,1565
2028,2,2238
2243,1,2244
13,1,2063
2063,1,13
1810,-9,2002
2124,1,1860
1860,1,2124
2045,1,540
540,1,2045
2244,1,2243
1204,10,2125
202,2,2162
2141,1,2245
2141,1,2246
35,1,2141
1693,1,1967
35,1,2247
2028,1,2250
2250,2,2028
2158,1,13
1893,4,545
2251,1,2125
2045,1,1555
2045,1,2090
2246,1,2141
2028,1,1762
2173,1,1670
1670,1,2173
1953,1,592
592,1,1953
2174,1,592
1860,4,1201
1850,1,2204
2144,2,1802
1890,2,1860
1921,1,937
937,1,1921
937,1,1527
2141,1,1948
1948,1,2141
2253,3,2028
2142,5,2254
2142,1,2255
2255,1,2142
1948,5,1690
1620,1,2256
1585,1,1620
2124,3,2174
2204,2,1850
1860,2,2125
1860,2,2257
13,2,1998
705,1,2125
1383,5,2258
2173,3,2135
2244,1,2259
1529,1,2260
2260,1,1529
1478,1,1725
2256,1,1620
361,1,2229
2260,1,2045
2045,2,2194
2229,-3,2252
2034,1,1715
2034,2,1714
2252,-1,2229
1788,1,25
1953,1,25
1396,1,2252
2087,1,2045
2087,1,1334
2087,1,2095
2095,1,2087
937,1,2199
2243,6,1591
2200,10,1620
1719,-10,1967
592,2,13
13,2,592
2260,1,1396
35,1,26
270,1,1396
1769,4,1733
2083,7,1810
2229,1,2263
1810,3,1316
1316,3,1810
1675,2,2217
2217,3,1675
591,1,2219
2219,1,591
2173,-2,2261
2261,1,1953
1953,1,2214
2261,-2,2034
2028,3,363
1396,1,1788
2125,1,2257
2257,1,2125
1386,-2,2229
2194,1,359
35,1,2264
2264,1,35
1890,1,937
937,1,1890
2244,1,1846
2048,2,13
1396,1,2265
2097,4,2125
1499,1,2229
2229,-1,1499
425,9,1386
2173,1,1499
1802,2,2173
1316,7,1
2256,1,2127
1802,1,905
1478,5,905
905,2,1478
353,1,1802
2043,2,545
1939,6,1620
1620,6,1939
1363,-1,1986
2178,1,2266
13,2,1788
1788,2,2173
2098,2,304
304,2,2098
1690,2,545
2266,1,2178
2028,1,2267
2268,1,2244
905,1,2269
937,1,1940
1940,1,937
2270,1,2173
2256,1,2173
2173,1,2256
1566,9,215
2028,4,2173
1334,1,446
2135,3,2173
1802,1,2271
13,3,1967
1396,2,270
425,9,1317
1878,10,25
1317,6,425
2034,1,2187
506,1,1334
2173,2,1905
1905,2,2173
540,1,57
2272,1,2028
2271,1,2125
2125,1,2271
1677,1,2016
2028,1,2181
361,-5,2211
2274,1,2125
2251,1,2028
2194,3,1478
1396,1,2173
1878,1,1677
1677,1,1878
905,1,937
2277,1,2272
2231,1,135
1334,2,135
1334,3,2173
2278,3,2028
2231,3,1317
2244,1,546
7,2,2046
1317,2,2231
1947,2,2178
2178,2,1947
2279,1,2173
1802,1,2280
777,5,1948
1948,2,777
2173,2,2144
2144,2,2173
1731,3,1860
2067,-1,2229
2067,-1,2261
1810,1,1850
2281,2,545
2141,1,1044
1044,1,2141
729,1,2067
13,4,1860
1731,4,342
342,4,1731
2187,1,2282
304,1,2135
2067,1,1634
1634,1,2067
2142,6,2124
353,1,2243
905,1,2283
905,1,2284
2284,1,905
2054,2,1967
1933,3,2286
1746,1,1731
1731,1,1746
4,2,2173
2125,5,2097
506,1,2287
1802,1,1810
2187,1,2125
2083,1,2288
304,1,2083
1098,3,1690
1098,3,1846
2251,1,2289
2289,1,2251
1383,5,215
1850,1,2290
2290,1,1850
1810,1,2292
2292,2,1810
304,1,823
823,1,304
2090,1,2125
7,1,2097
2293,1,2022
2268,-10,1543
304,4,1677
1677,3,304
2067,2,1529
1529,2,2067
2067,-3,1765
905,2,1899
1899,3,905
2295,1,2292
1744,-1,1771
1819,1,592
550,1,546
2194,1,2284
2194,2,2042
2042,2,2194
1890,3,2125
905,1,2297
2297,1,550
2174,2,2198
1997,1,2198
1939,2,2269
2269,2,2067
2269,2,1939
304,1,1939
2284,1,2194
2067,1,2298
2298,2,2067
2067,3,1890
2113,1,2299
1899,1,2297
2297,1,1876
2297,1,823
2141,2,1217
1258,1,2300
1201,5,2046
2028,1,2278
2251,1,592
592,1,2251
361,1,2251
2251,1,361
2125,1,1819
1819,1,2125
2034,1,6
2173,1,2125
2125,1,2173
2194,1,2217
2217,2,2194
7,4,57
937,1,1997
1997,1,937
304,1,2301
2080,2,2297
2301,1,304
2302,3,35
2053,-10,1719
1967,3,1997
2214,3,2125
2214,3,1396
2214,3,1953
1810,2,304
1846,1,2268
1846,2,1317
135,1,2296
2067,1,1557
2275,2,2067
2275,2,2198
1316,1,2198
1191,1,2113
1191,1,2194
395,2,2304
1802,1,1677
1677,1,1802
2067,1,1629
1629,1,2067
2067,1,171
171,1,2067
988,10,2305
2305,10,988
2098,1,2306
2067,1,2227
2227,1,2067
1400,2,2198
2276,2,2125
2274,1,1899
1899,1,2274
304,1,2274
2274,1,304
937,2,2030
2030,2,937
2139,1,2118
2307,1,2194
1615,2,2308
436,1,2299
2173,1,2303
1986,1,2297
2282,1,2309
2309,1,2282
2063,1,1731
2049,2,2310
2303,10,25
1201,3,2311
2310,1,2049
2118,1,2312
988,2,2049
2049,2,988
988,8,2313
2073,1,235
4,1,1899
1585,1,2306
304,3,2176
937,1,1316
1316,1,937
2243,3,1400
2243,1,2269
2146,3,1731
937,1,1873
1873,1,937
1731,3,2146
2046,1,2028
304,1,937
35,1,2314
937,6,1044
1044,6,937
1843,5,1774
2309,1,1576
2176,1,1565
1565,1,2176
1267,1,1802
1802,1,1267
35,1,2299
2317,1,2067
2299,1,35
2067,1,1899
2125,1,2318
533,1,2119
2028,1,2131
2131,1,2028
1873,1,2312
2317,1,1873
1873,1,2317
2072,1,1400
1400,1,2072
2316,3,2072
7,1,2205
2275,1,2243
2243,1,2275
2205,1,7
436,2,2289
2289,2,436
2319,1,7
1217,5,2192
2189,1,2067
2321,1,1899
35,3,1201
1,2,2322
2022,2,2293
1201,3,2322
1899,1,2323
2323,1,1899
1815,2,1810
1562,6,35
2192,5,1217
2219,1,2311
2067,1,2189
2125,2,2178
2214,1,1201
2214,1,1366
2194,2,2324
1802,1,1222
2324,2,2194
1222,1,1802
2067,1,2325
1829,10,25
2028,1,2325
4,3,2198
1860,1,2231
2265,2,2125
2231,2,2125
2299,1,2326
1939,1,2327
171,3,1832
2303,5,2173
2034,2,1317
2046,4,1201
1502,1,2067
2219,1,2028
1810,2,1838
2034,5,2028
1121,10,2241
2028,2,2204
304,1,2330
2330,1,304
2083,1,304
2090,2,2269
2326,1,2299
1890,5,2067
1585,1,2244
1565,1,359
1890,1,1991
1991,1,1890
2318,1,2331
2326,1,2198
2173,-10,25
533,2,1810
2173,1,2318
2167,5,2311
2332,2,2333
1201,3,2214
1620,1,2318
35,1,2334
2334,1,35
2311,1,2219
540,1,2231
522,1,2214
937,2,2311
2311,2,937
1585,2,1499
2325,1,2198
729,1,1860
1529,1,1528
592,3,937
937,3,592
729,1,395
905,-10,770
2304,2,446
2304,2,1670
1670,2,2304
729,1,1502
304,1,2257
2257,1,304
2067,2,1967
1396,4,1499
1585,1,2257
1543,1,2257
2257,1,1543
1201,-2,1543
2034,5,2214
1899,1,1819
1819,1,1899
2199,2,2205
2297,-10,1955
1810,1,2336
2336,1,1810
2266,2,304
729,1,2296
2337,1,2189
729,2,1
1,2,729
2067,2,2119
2297,3,1922
1557,1,2067
2325,1,2125
2306,1,2125
1946,2,2125
937,2,353
353,2,937
1396,1,1890
1890,1,1396
2090,1,2339
2297,1,2198
2305,1,2224
2230,1,2229
2090,1,304
35,1,2340
35,3,1562
2165,2,1948
1948,3,2165
1204,10,1899
274,1,2113
1185,1,1948
1899,8,1204
1986,-1,1363
2255,1,1412
1412,1,2255
2124,6,1
1,1,2341
2341,1,1
4,10,1
546,1,2125
2125,1,546
1819,1,2318
2318,1,1819
2342,1,1790
2192,1,1629
1850,1,2131
2131,1,1850
1939,2,2343
1939,1,309
1317,2,1966
1204,1,270
1204,1,2344
1899,2,2345
2345,2,1899
1557,1,492
274,1,2125
2124,1,1810
1810,1,2124
2348,1,2296
2028,1,2348
2348,1,2028
2125,8,2349
2349,1,2125
1967,1,1366
2311,1,2349
2349,1,2311
1953,3,1201
1316,8,1366
2192,4,25
2192,1,2080
1316,8,425
425,8,1316
2325,1,1585
1316,3,1487
2188,2,1690
1201,5,35
322,1,1386
2125,1,2255
2255,1,2125
2224,1,1555
2224,1,2305
1675,1,1832
1675,1,2277
2352,1,2118
2277,1,2063
546,1,1557
2306,1,546
546,1,2306
2204,3,1899
546,1,2349
2349,1,546
546,1,2224
2125,1,841
841,1,2125
546,3,1565
1912,1,1675
2067,1,2346
353,1,1994
1994,1,353
2255,2,2020
1850,1,304
2277,1,2275
2275,1,2277
171,2,1
2135,2,2349
732,1,2346
2346,2,732
2353,1,2118
2349,1,2135
2230,8,2118
2013,-1,446
1670,2,2356
2356,2,1670
353,2,1565
2262,1,2224
1317,1,2341
2341,1,1317
1396,4,2124
2303,-1,2276
2028,-1,2276
2173,-1,2276
1953,1,2357
2357,1,1953
1204,2,2349
1499,1,2311
2311,1,1499
539,1,2360
13,1,2224
2224,1,13
2363,2,2198
2299,1,2346
1899,1,2364
2364,1,1899
1366,1,2125
1899,1,2306
2306,1,1899
2028,-10,2251
2365,1,2296
2366,1,1615
2268,2,2113
2214,1,2034
1611,1,1437
2346,1,2299
13,6,2214
2067,1,1281
905,1,2306
2306,1,905
228,1,2368
2368,1,228
1899,1,2090
2090,1,1899
2208,1,2230
2328,1,2359
2359,1,2328
2359,1,57
2214,3,2198
304,2,2369
2369,4,304
2173,2,2342
1921,1,2310
7,-5,1487
1281,1,2371
2371,1,1281
1396,5,4
2365,2,2198
2118,1,2372
2012,1,2198
2045,1,192
2372,1,2118
2124,3,1396
2297,3,2080
2255,1,2344
2344,1,2028
2173,2,2373
35,1,2359
13,3,1991
905,2,1528
2034,1,1584
2067,2,1921
1921,2,2067
2266,1,2374
2367,7,2067
2373,2,2194
2067,10,1731
1731,10,2067
2173,1,2289
2266,2,2303
2018,1,2375
1832,1,2045
2296,2,2072
2067,-10,2260
2034,1,1955
729,1,1565
2306,1,2346
2346,1,2306
13,1,1527
1527,1,13
2072,2,2296
2173,1,1899
2359,1,35
2028,1,1612
1612,1,2028
2377,10,2305
2090,1,1810
2113,1,2243
2359,2,1860
2173,3,2266
2028,3,2242
1529,1,1899
2214,2,2344
1899,1,1529
57,3,228
1615,1,1573
2371,1,2379
2018,2,2194
35,1,2110
2028,2,1946
2344,1,2214
1317,5,1316
1860,2,2359
2067,1,353
353,1,2067
1584,2,2034
1850,2,2318
2318,2,1850
304,1,1584
2346,4,2296
304,2,729
729,2,304
2067,-10,2367
2208,1,2293
2318,1,1832
1832,1,2318
2365,1,2208
